id,firstName,lastName,team,season,positionCode,heightInInches,weightInPounds
8481477,Nico,Sturm,SJS,20222023,C,75,209
8478058,CJ,Suess,SJS,20222023,L,71,190
8478431,Evgeny,Svechnikov,SJS,20222023,L,75,208
8479705,Jeffrey,Viel,SJS,20222023,L,74,205
8480188,Fabian,Zetterlund,SJS,20222023,L,71,220
8476988,Matt,Benning,SJS,20222023,D,73,203
8482824,Nick,Cicek,SJS,20222023,D,75,201
8479983,Mario,Ferraro,SJS,20222023,D,72,209
8476449,Scott,Harrington,SJS,20222023,D,74,204
8474578,Erik,Karlsson,SJS,20222023,D,72,190
8481812,Nikolai,Knyzhov,SJS,20222023,D,75,222
8479439,Jacob,MacDonald,SJS,20222023,D,72,204
8477034,Jaycob,Megna,SJS,20222023,D,78,220
8476884,Derrick,Pouliot,SJS,20222023,D,72,196
8480160,Radim,Simek,SJS,20222023,D,72,204
8481567,Henry,Thrun,SJS,20222023,D,74,190
8471709,Marc-Edouard,Vlasic,SJS,20222023,D,73,205
8477180,Aaron,Dell,SJS,20222023,G,72,213
8478039,Kaapo,Kahkonen,SJS,20222023,G,74,217
8480199,Eetu,Makiniemi,SJS,20222023,G,74,184
8473503,James,Reimer,SJS,20222023,G,75,205
8477979,Nicolas,Aube-Kubel,WSH,20222023,R,72,207
8473563,Nicklas,Backstrom,WSH,20222023,C,73,202
8479404,Henrik,Borgstrom,WSH,20222023,C,75,199
8477015,Connor,Brown,WSH,20222023,R,72,181
8475343,Nic,Dowd,WSH,20222023,C,73,193
8474189,Lars,Eller,WSH,20222023,C,74,205
8477903,Garnet,Hathaway,WSH,20222023,R,75,208
8475149,Marcus,Johansson,WSH,20222023,L,73,203
8475744,Evgeny,Kuznetsov,WSH,20222023,C,74,207
8479359,Beck,Malenstyn,WSH,20222023,L,75,200
8477511,Anthony,Mantha,WSH,20222023,R,77,234
8481580,Connor,McMichael,WSH,20222023,C,72,180
8477947,Sonny,Milano,WSH,20222023,L,72,194
8471698,T.J.,Oshie,WSH,20222023,R,72,187
8471214,Alex,Ovechkin,WSH,20222023,L,75,238
8481656,Aliaksei,Protas,WSH,20222023,C,78,225
8477839,Conor,Sheary,WSH,20222023,L,69,179
8475225,Craig,Smith,WSH,20222023,C,72,204
8481441,Joe,Snively,WSH,20222023,C,69,176
8478440,Dylan,Strome,WSH,20222023,C,75,200
8476880,Tom,Wilson,WSH,20222023,R,76,220
8480823,Alexander,Alexeyev,WSH,20222023,D,76,213
8474590,John,Carlson,WSH,20222023,D,75,215
8478506,Gabriel,Carlsson,WSH,20222023,D,77,195
8480796,Martin,Fehervary,WSH,20222023,D,74,199
8476979,Erik,Gustafsson,WSH,20222023,D,72,197
8482861,Vincent,Iorio,WSH,20222023,D,76,200
8475625,Matt,Irwin,WSH,20222023,D,74,200
8475324,Nick,Jensen,WSH,20222023,D,73,205
8479321,Lucas,Johansen,WSH,20222023,D,74,176
8475795,Dylan,McIlrath,WSH,20222023,D,77,232
8475200,Dmitry,Orlov,WSH,20222023,D,71,214
8480873,Rasmus,Sandin,WSH,20222023,D,71,182
8477845,Trevor,van Riemsdyk,WSH,20222023,D,75,191
8475311,Darcy,Kuemper,WSH,20222023,G,77,215
8479292,Charlie,Lindgren,WSH,20222023,G,74,179
8480208,Drake,Batherson,OTT,20222023,R,75,200
8473544,Derick,Brassard,OTT,20222023,C,73,200
8477887,Patrick,Brown,OTT,20222023,C,73,210
8478078,Rourke,Chartier,OTT,20222023,C,71,190
8479337,Alex,DeBrincat,OTT,20222023,R,68,178
8479580,Dylan,Gambrell,OTT,20222023,C,71,185
8479328,Julien,Gauthier,OTT,20222023,R,76,224
8473512,Claude,Giroux,OTT,20222023,R,71,190
8482092,Ridly,Greig,OTT,20222023,C,72,183
8478472,Mathieu,Joseph,OTT,20222023,R,73,187
8480355,Mark,Kastelic,OTT,20222023,C,75,233
8480448,Parker,Kelly,OTT,20222023,L,72,190
8481422,Jacob,Lucchini,OTT,20222023,C,72,180
8477353,Tyler,Motte,OTT,20222023,L,70,192
8480064,Josh,Norris,OTT,20222023,C,74,195
8481596,Shane,Pinto,OTT,20222023,C,75,201
8481102,Egor,Sokolov,OTT,20222023,L,75,222
8482116,Tim,Stützle,OTT,20222023,L,72,193
8480801,Brady,Tkachuk,OTT,20222023,L,76,221
8475766,Austin,Watson,OTT,20222023,L,76,204
8480879,Jacob,Bernard-Docker,OTT,20222023,D,72,190
8480073,Erik,Brannstrom,OTT,20222023,D,70,185
8478469,Thomas,Chabot,OTT,20222023,D,74,195
8479345,Jakob,Chychrun,OTT,20222023,D,74,220
8481679,Maxence,Guenette,OTT,20222023,D,73,181
8474612,Travis,Hamonic,OTT,20222023,D,73,200
8477471,Dillon,Heatherington,OTT,20222023,D,76,215
8474207,Nick,Holden,OTT,20222023,D,76,210
8482095,Tyler,Kleven,OTT,20222023,D,76,200
8478491,Jacob,Larsson,OTT,20222023,D,74,193
8482105,Jake,Sanderson,OTT,20222023,D,75,195
8481575,Lassi,Thomson,OTT,20222023,D,72,190
8479458,Nikita,Zaitsev,OTT,20222023,D,74,192
8482245,Artem,Zub,OTT,20222023,D,74,200
8480263,Dylan,Ferguson,OTT,20222023,G,74,194
8476341,Anton,Forsberg,OTT,20222023,G,75,193
8476433,Magnus,Hellberg,OTT,20222023,G,78,220
8480867,Kevin,Mandolese,OTT,20222023,G,76,180
8482447,Leevi,Merilainen,OTT,20222023,G,74,158
8481544,Mads,Sogaard,OTT,20222023,G,79,196
8475660,Cam,Talbot,OTT,20222023,G,76,201
8478891,Mason,Appleton,WPG,20222023,C,75,197
8480289,Morgan,Barron,WPG,20222023,C,76,220
8478398,Kyle,Connor,WPG,20222023,L,74,179
8479400,Pierre-Luc,Dubois,WPG,20222023,L,76,214
8477940,Nikolaj,Ehlers,WPG,20222023,L,72,169
8479591,Michael,Eyssimont,WPG,20222023,C,72,180
8474040,Sam,Gagner,WPG,20222023,C,71,201
8481019,David,Gustafsson,WPG,20222023,C,74,212
8478424,Jansen,Harkins,WPG,20222023,C,74,197
8479536,Axel,Jonsson-Fjallby,WPG,20222023,L,73,189
8480901,Karson,Kuhlman,WPG,20222023,C,70,184
8476392,Adam,Lowry,WPG,20222023,C,78,208
8477357,Saku,Maenalanen,WPG,20222023,R,76,214
8476480,Vladislav,Namestnikov,WPG,20222023,C,72,179
8475799,Nino,Niederreiter,WPG,20222023,R,74,218
8482149,Cole,Perfetti,WPG,20222023,C,71,184
8480443,Kristian,Reichel,WPG,20222023,C,74,192
8476460,Mark,Scheifele,WPG,20222023,C,75,198
8478831,Kevin,Stenlund,WPG,20222023,C,77,215
8476952,Dominic,Toninato,WPG,20222023,C,74,201
8471218,Blake,Wheeler,WPG,20222023,R,77,220
8478476,Kyle,Capobianco,WPG,20222023,D,74,201
8476331,Dylan,DeMelo,WPG,20222023,D,72,195
8475455,Brenden,Dillon,WPG,20222023,D,76,224
8481572,Ville,Heinola,WPG,20222023,D,73,185
8477504,Josh,Morrissey,WPG,20222023,D,72,185
8480145,Neal,Pionk,WPG,20222023,D,72,185
8480049,Dylan,Samberg,WPG,20222023,D,76,219
8477220,Nate,Schmidt,WPG,20222023,D,72,195
8479378,Logan,Stanley,WPG,20222023,D,79,242
8476945,Connor,Hellebuyck,WPG,20222023,G,76,216
8479496,David,Rittich,WPG,20222023,G,76,205
8481013,Jonatan,Berggren,DET,20222023,R,71,197
8477479,Tyler,Bertuzzi,DET,20222023,L,73,186
8475163,Alex,Chiasson,DET,20222023,R,76,208
8477429,Andrew,Copp,DET,20222023,C,73,199
8478512,Austin,Czarnik,DET,20222023,C,69,170
8477454,Adam,Erne,DET,20222023,L,73,212
8477952,Robby,Fabbri,DET,20222023,C,71,185
8481433,Taro,Hirose,DET,20222023,L,70,162
8483464,Marco,Kasper,DET,20222023,C,73,183
8477330,Dominik,Kubalik,DET,20222023,L,74,190
8477946,Dylan,Larkin,DET,20222023,C,73,198
8479644,Matt,Luff,DET,20222023,R,74,196
8474102,David,Perron,DET,20222023,L,73,196
8479992,Michael,Rasmussen,DET,20222023,C,78,211
8482078,Lucas,Raymond,DET,20222023,L,71,176
8479379,Givani,Smith,DET,20222023,R,74,214
8481725,Elmer,Soderblom,DET,20222023,L,80,246
8476897,Oskar,Sundqvist,DET,20222023,C,75,220
8480459,Pius,Suter,DET,20222023,C,71,179
8480813,Joe,Veleno,DET,20222023,C,73,203
8477944,Jakub,Vrana,DET,20222023,L,72,190
8480821,Filip,Zadina,DET,20222023,R,72,190
8475279,Ben,Chiarot,DET,20222023,D,75,232
8482762,Simon,Edvinsson,DET,20222023,D,78,209
8477462,Robert,Hagg,DET,20222023,D,74,210
8479425,Filip,Hronek,DET,20222023,D,72,190
8480184,Gustav,Lindstrom,DET,20222023,D,74,186
8476874,Olli,Maatta,DET,20222023,D,74,207
8477851,Jordan,Oesterle,DET,20222023,D,72,187
8481542,Moritz,Seider,DET,20222023,D,76,204
8478013,Jake,Walman,DET,20222023,D,74,215
8476433,Magnus,Hellberg,DET,20222023,G,78,220
8478024,Ville,Husso,DET,20222023,G,75,200
8477968,Alex,Nedeljkovic,DET,20222023,G,72,208
8476981,Josh,Anderson,MTL,20222023,R,75,218
8476469,Joel,Armia,MTL,20222023,R,75,216
8483424,Owen,Beck,MTL,20222023,C,72,190
8475968,Alex,Belzile,MTL,20222023,R,72,196
8481540,Cole,Caufield,MTL,20222023,R,67,174
8483549,Lucas,Condotta,MTL,20222023,C,73,223
8481523,Kirby,Dach,MTL,20222023,C,76,212
8474149,Evgenii,Dadonov,MTL,20222023,R,71,189
8477494,Jonathan,Drouin,MTL,20222023,L,71,198
8477989,Christian,Dvorak,MTL,20222023,C,73,193
8478133,Jake,Evans,MTL,20222023,C,72,186
8482081,Sean,Farrell,MTL,20222023,C,69,175
8475848,Brendan,Gallagher,MTL,20222023,R,69,186
8478495,Denis,Gurianov,MTL,20222023,R,75,205
8481093,Rafael,Harvey-Pinard,MTL,20222023,L,69,181
8474884,Mike,Hoffman,MTL,20222023,L,72,190
8477497,Sean,Monahan,MTL,20222023,C,74,196
8479543,Michael,Pezzetta,MTL,20222023,L,73,210
8479514,Rem,Pitlick,MTL,20222023,C,71,186
8478409,Anthony,Richard,MTL,20222023,C,71,183
8483515,Juraj,Slafkovsky,MTL,20222023,L,75,238
8480018,Nick,Suzuki,MTL,20222023,C,71,208
8480034,Joel,Teasdale,MTL,20222023,L,72,212
8476919,Chris,Tierney,MTL,20222023,C,73,191
8481058,Jesse,Ylönen,MTL,20222023,R,73,188
8479329,Frederic,Allard,MTL,20222023,D,73,179
8482111,Justin,Barron,MTL,20222023,D,74,201
8476441,Joel,Edmundson,MTL,20222023,D,77,221
8482087,Kaiden,Guhle,MTL,20222023,D,74,205
8480887,Jordan,Harris,MTL,20222023,D,71,189
8480192,Johnathan,Kovacevic,MTL,20222023,D,76,208
8476875,Mike,Matheson,MTL,20222023,D,74,193
8475233,David,Savard,MTL,20222023,D,73,235
8481461,Corey,Schueneman,MTL,20222023,D,71,197
8475227,Chris,Wideman,MTL,20222023,D,70,181
8482964,Arber,Xhekaj,MTL,20222023,D,76,238
8474596,Jake,Allen,MTL,20222023,G,74,195
8478470,Sam,Montembeault,MTL,20222023,G,75,214
8480051,Cayden,Primeau,MTL,20222023,G,74,199
8476404,Andy,Andreoff,NYI,20222023,C,73,208
8474573,Josh,Bailey,NYI,20222023,R,73,200
8478367,Cole,Bardreau,NYI,20222023,C,72,186
8478445,Mathew,Barzal,NYI,20222023,C,73,190
8478463,Anthony,Beauvillier,NYI,20222023,L,71,180
8479356,Kieffer,Bellows,NYI,20222023,L,73,195
8475231,Casey,Cizikas,NYI,20222023,C,71,190
8473504,Cal,Clutterbuck,NYI,20222023,R,72,212
8482207,William,Dufour,NYI,20222023,R,74,215
8480242,Arnaud,Durandeau,NYI,20222023,L,72,185
8478115,Pierre,Engvall,NYI,20222023,L,77,219
8477392,Hudson,Fasching,NYI,20222023,R,75,204
8481601,Simon,Holmstrom,NYI,20222023,R,74,205
8477500,Bo,Horvat,NYI,20222023,C,72,215
8477527,Ross,Johnston,NYI,20222023,L,77,230
8479526,Otto,Koivula,NYI,20222023,L,77,225
8475314,Anders,Lee,NYI,20222023,L,75,235
8474709,Matt,Martin,NYI,20222023,L,75,220
8475754,Brock,Nelson,NYI,20222023,C,76,210
8476419,Jean-Gabriel,Pageau,NYI,20222023,C,71,185
8475151,Kyle,Palmieri,NYI,20222023,C,71,198
8470610,Zach,Parise,NYI,20222023,L,71,195
8482691,Aatu,Raty,NYI,20222023,C,74,190
8478373,Nikita,Soshnikov,NYI,20222023,R,71,190
8480789,Oliver,Wahlstrom,NYI,20222023,R,74,204
8480222,Sebastian,Aho,NYI,20222023,D,70,186
8481541,Samuel,Bolduc,NYI,20222023,D,76,220
8479395,Dennis,Cholowski,NYI,20222023,D,74,210
8480865,Noah,Dobson,NYI,20222023,D,76,194
8476429,Scott,Mayfield,NYI,20222023,D,77,220
8476917,Adam,Pelech,NYI,20222023,D,75,210
8477506,Ryan,Pulock,NYI,20222023,D,74,216
8481014,Alexander,Romanov,NYI,20222023,D,73,215
8480071,Robin,Salo,NYI,20222023,D,74,190
8478450,Parker,Wotherspoon,NYI,20222023,D,73,190
8478009,Ilya,Sorokin,NYI,20222023,G,75,195
8473575,Semyon,Varlamov,NYI,20222023,G,74,206
8478569,Noel,Acciari,STL,20222023,C,70,209
8481543,Nikita,Alexandrov,STL,20222023,C,73,177
8477964,Ivan,Barbashev,STL,20222023,C,73,195
8479375,William,Bitten,STL,20222023,C,71,180
8478104,Sammy,Blais,STL,20222023,L,74,206
8479366,Logan,Brown,STL,20222023,C,78,218
8477402,Pavel,Buchnevich,STL,20222023,L,73,196
8478146,Matthew,Highmore,STL,20222023,C,71,188
8477953,Kasperi,Kapanen,STL,20222023,R,73,194
8479385,Jordan,Kyrou,STL,20222023,C,73,196
8476410,Josh,Leivo,STL,20222023,L,74,192
8481070,Hugh,McGing,STL,20222023,L,68,176
8482089,Jake,Neighbours,STL,20222023,L,72,201
8475158,Ryan,O'Reilly,STL,20222023,C,73,207
8475752,Tyler,Pitlick,STL,20222023,C,74,200
8476438,Brandon,Saad,STL,20222023,L,73,215
8475170,Brayden,Schenn,STL,20222023,C,73,199
8475765,Vladimir,Tarasenko,STL,20222023,R,73,228
8480023,Robert,Thomas,STL,20222023,C,72,218
8480281,Alexey,Toropchenko,STL,20222023,R,78,222
8477944,Jakub,Vrana,STL,20222023,L,72,190
8477573,Nathan,Walker,STL,20222023,L,69,187
8474145,Robert,Bortuzzo,STL,20222023,D,76,216
8475753,Justin,Faulk,STL,20222023,D,72,214
8482516,Matthew,Kessel,STL,20222023,D,74,205
8476792,Torey,Krug,STL,20222023,D,69,194
8475181,Nick,Leddy,STL,20222023,D,72,205
8478859,Niko,Mikkola,STL,20222023,D,76,209
8476892,Colton,Parayko,STL,20222023,D,78,228
8480157,Calle,Rosen,STL,20222023,D,73,188
8480041,Dmitri,Samorukov,STL,20222023,D,75,188
8477463,Steven,Santini,STL,20222023,D,74,209
8474618,Marco,Scandella,STL,20222023,D,75,212
8481006,Tyler,Tucker,STL,20222023,D,73,204
8476412,Jordan,Binnington,STL,20222023,G,74,172
8471306,Thomas,Greiss,STL,20222023,G,74,219
8480981,Joel,Hofer,STL,20222023,G,77,179
8479347,Tyler,Benson,EDM,20222023,L,72,190
8475760,Nick,Bjugstad,EDM,20222023,C,78,209
8477934,Leon,Draisaitl,EDM,20222023,C,74,208
8477998,Warren,Foegele,EDM,20222023,L,74,198
8480468,James,Hamblin,EDM,20222023,L,69,176
8482077,Dylan,Holloway,EDM,20222023,L,73,203
8475786,Zach,Hyman,EDM,20222023,L,73,211
8477406,Mattias,Janmark,EDM,20222023,C,73,205
8475169,Evander,Kane,EDM,20222023,L,74,210
8480011,Klim,Kostin,EDM,20222023,C,75,215
8474089,Brad,Malone,EDM,20222023,C,74,217
8478402,Connor,McDavid,EDM,20222023,C,73,193
8480802,Ryan,McLeod,EDM,20222023,C,74,207
8476454,Ryan,Nugent-Hopkins,EDM,20222023,C,72,195
8479344,Jesse,Puljujarvi,EDM,20222023,R,76,201
8478585,Derek,Ryan,EDM,20222023,C,70,185
8476913,Devin,Shore,EDM,20222023,C,73,206
8479977,Kailer,Yamamoto,EDM,20222023,R,68,153
8475197,Tyson,Barrie,EDM,20222023,D,71,197
8480803,Evan,Bouchard,EDM,20222023,D,75,194
8481598,Philip,Broberg,EDM,20222023,D,75,199
8476879,Cody,Ceci,EDM,20222023,D,74,210
8474218,Jason,Demers,EDM,20222023,D,73,195
8479576,Vincent,Desharnais,EDM,20222023,D,78,215
8475218,Mattias,Ekholm,EDM,20222023,D,76,215
8476967,Brett,Kulak,EDM,20222023,D,73,197
8476850,Ryan,Murray,EDM,20222023,D,73,206
8479338,Markus,Niemelainen,EDM,20222023,D,78,190
8477498,Darnell,Nurse,EDM,20222023,D,76,221
8483158,Matthew,Berlin,EDM,20222023,G,75,205
8475789,Jack,Campbell,EDM,20222023,G,75,207
8479973,Stuart,Skinner,EDM,20222023,G,76,206
8475842,Sam,Carrick,ANA,20222023,C,72,200
8480031,Max,Comtois,ANA,20222023,L,74,210
8478446,Glenn,Gawdin,ANA,20222023,C,73,191
8474683,Derek,Grant,ANA,20222023,C,75,210
8480870,Bo,Groulx,ANA,20222023,C,74,200
8474641,Adam,Henrique,ANA,20222023,C,72,195
8479368,Max,Jones,ANA,20222023,L,75,216
8477993,Justin,Kirkland,ANA,20222023,C,75,183
8481517,Brett,Leason,ANA,20222023,R,77,218
8480806,Isac,Lundestrom,ANA,20222023,C,72,193
8476934,Brock,McGinn,ANA,20222023,L,72,187
8482745,Mason,McTavish,ANA,20222023,C,72,213
8477126,Jayson,Megna,ANA,20222023,C,73,195
8481754,Nikita,Nesterenko,ANA,20222023,C,74,183
8483630,Pavol,Regenda,ANA,20222023,L,76,212
8475164,Jakob,Silfverberg,ANA,20222023,R,73,207
8476458,Ryan,Strome,ANA,20222023,C,73,191
8478873,Troy,Terry,ANA,20222023,R,72,185
8478366,Frank,Vatrano,ANA,20222023,R,71,197
8481533,Trevor,Zegras,ANA,20222023,C,72,185
8476470,Nathan,Beaulieu,ANA,20222023,D,74,200
8481122,Simon,Benoit,ANA,20222023,D,75,203
8482142,Jamie,Drysdale,ANA,20222023,D,71,183
8475764,Cam,Fowler,ANA,20222023,D,74,215
8476449,Scott,Harrington,ANA,20222023,D,74,204
8481563,Drew,Helleson,ANA,20222023,D,75,190
8475906,John,Klingberg,ANA,20222023,D,75,190
8475179,Dmitry,Kulikov,ANA,20222023,D,73,201
8481605,Jackson,LaCombe,ANA,20222023,D,74,205
8474031,Kevin,Shattenkirk,ANA,20222023,D,72,212
8480467,Austin,Strand,ANA,20222023,D,75,215
8480001,Urho,Vaakanainen,ANA,20222023,D,74,200
8478841,Colton,White,ANA,20222023,D,73,187
8480843,Lukas,Dostal,ANA,20222023,G,74,174
8480042,Olle,Eriksson Ek,ANA,20222023,G,75,189
8476434,John,Gibson,ANA,20222023,G,74,210
8476932,Anthony,Stolarz,ANA,20222023,G,78,243
8478104,Sammy,Blais,NYR,20222023,L,74,206
8477380,Jonny,Brodzinski,NYR,20222023,C,72,212
8477846,Ryan,Carpenter,NYR,20222023,C,73,198
8480078,Filip,Chytil,NYR,20222023,C,74,204
8482157,Will,Cuylle,NYR,20222023,L,75,211
8479328,Julien,Gauthier,NYR,20222023,R,76,224
8476624,Barclay,Goodrow,NYR,20222023,C,74,204
8478211,Dryden,Hunt,NYR,20222023,L,72,193
8481554,Kaapo,Kakko,NYR,20222023,R,74,206
8474141,Patrick,Kane,NYR,20222023,R,70,177
8480833,Vitali,Kravtsov,NYR,20222023,R,75,186
8475184,Chris,Kreider,NYR,20222023,L,75,230
8482109,Alexis,Lafrenière,NYR,20222023,L,73,195
8479991,Jake,Leschyshyn,NYR,20222023,C,71,195
8477353,Tyler,Motte,NYR,20222023,C,70,192
8478550,Artemi,Panarin,NYR,20222023,L,72,173
8471817,Ryan,Reaves,NYR,20222023,R,74,225
8475765,Vladimir,Tarasenko,NYR,20222023,R,73,228
8476389,Vincent,Trocheck,NYR,20222023,C,71,184
8476918,Jimmy,Vesey,NYR,20222023,L,75,202
8476459,Mika,Zibanejad,NYR,20222023,C,74,202
8479323,Adam,Fox,NYR,20222023,D,71,182
8479333,Libor,Hajek,NYR,20222023,D,74,209
8477433,Ben,Harpur,NYR,20222023,D,78,231
8481708,Zac,Jones,NYR,20222023,D,70,178
8479324,Ryan,Lindgren,NYR,20222023,D,72,190
8478859,Niko,Mikkola,NYR,20222023,D,76,209
8480817,K'Andre,Miller,NYR,20222023,D,77,215
8482073,Braden,Schneider,NYR,20222023,D,75,208
8476885,Jacob,Trouba,NYR,20222023,D,75,203
8470860,Jaroslav,Halak,NYR,20222023,G,71,189
8478048,Igor,Shesterkin,NYR,20222023,G,73,189
8479322,Wade,Allison,PHI,20222023,R,74,205
8479356,Kieffer,Bellows,PHI,20222023,L,73,195
8477887,Patrick,Brown,PHI,20222023,C,73,210
8482654,Jackson,Cates,PHI,20222023,C,72,190
8480220,Noah,Cates,PHI,20222023,L,73,165
8475235,Nicolas,Deslauriers,PHI,20222023,L,73,220
8482452,Elliot,Desnoyers,PHI,20222023,L,71,183
8480797,Joel,Farabee,PHI,20222023,L,72,183
8482159,Tyson,Foerster,PHI,20222023,R,74,194
8480028,Morgan,Frost,PHI,20222023,C,71,170
8475763,Kevin,Hayes,PHI,20222023,C,77,216
8478173,Hayden,Hodgson,PHI,20222023,R,74,208
8478439,Travis,Konecny,PHI,20222023,R,70,175
8479550,Tanner,Laczynski,PHI,20222023,C,73,190
8476872,Scott,Laughton,PHI,20222023,C,73,190
8477962,Brendan,Lemieux,PHI,20222023,L,73,215
8480245,Olle,Lycksell,PHI,20222023,R,70,163
8479772,Zack,MacEwen,PHI,20222023,C,75,205
8476310,Lukas,Sedlak,PHI,20222023,C,72,205
8480015,Owen,Tippett,PHI,20222023,R,73,207
8474037,James,van Riemsdyk,PHI,20222023,L,75,208
8478051,Max,Willman,PHI,20222023,C,72,184
8481521,Ronnie,Attard,PHI,20222023,D,75,208
8474027,Justin,Braun,PHI,20222023,D,74,205
8477950,Tony,DeAngelo,PHI,20222023,D,71,180
8480874,Adam,Ginning,PHI,20222023,D,75,196
8478500,Ivan,Provorov,PHI,20222023,D,73,201
8477499,Rasmus,Ristolainen,PHI,20222023,D,76,221
8477948,Travis,Sanheim,PHI,20222023,D,75,181
8476372,Nick,Seeler,PHI,20222023,D,74,201
8481546,Cam,York,PHI,20222023,D,71,175
8481178,Egor,Zamula,PHI,20222023,D,75,177
8481035,Samuel,Ersson,PHI,20222023,G,74,176
8479394,Carter,Hart,PHI,20222023,G,74,181
8478433,Felix,Sandstrom,PHI,20222023,G,74,191
8482665,Matty,Beniers,SEA,20222023,C,74,178
8477416,Oliver,Bjorkstrand,SEA,20222023,R,72,175
8477444,Andre,Burakovsky,SEA,20222023,L,75,209
8477987,Ryan,Donato,SEA,20222023,C,72,190
8474586,Jordan,Eberle,SEA,20222023,R,71,190
8482834,Jesper,Froden,SEA,20222023,R,70,179
8479987,Morgan,Geekie,SEA,20222023,C,75,200
8476826,Yanni,Gourde,SEA,20222023,C,69,174
8477401,John,Hayden,SEA,20222023,C,75,223
8481789,Tye,Kartye,SEA,20222023,L,71,202
8480901,Karson,Kuhlman,SEA,20222023,C,70,184
8477955,Jared,McCann,SEA,20222023,L,73,191
8475768,Jaden,Schwartz,SEA,20222023,C,70,185
8478466,Daniel,Sprong,SEA,20222023,R,72,202
8479293,Brandon,Tanev,SEA,20222023,L,72,189
8480009,Eeli,Tolvanen,SEA,20222023,R,70,191
8477505,Alex,Wennberg,SEA,20222023,C,74,190
8483524,Shane,Wright,SEA,20222023,C,72,192
8478840,Will,Borgen,SEA,20222023,D,75,204
8478407,Vince,Dunn,SEA,20222023,D,72,200
8479985,Cale,Fleury,SEA,20222023,D,73,204
8476457,Adam,Larsson,SEA,20222023,D,75,209
8477034,Jaycob,Megna,SEA,20222023,D,78,220
8476467,Jamie,Oleksiak,SEA,20222023,D,79,257
8477467,Gustav,Olofsson,SEA,20222023,D,74,199
8474602,Justin,Schultz,SEA,20222023,D,74,190
8477369,Carson,Soucy,SEA,20222023,D,77,208
8478916,Joey,Daccord,SEA,20222023,G,74,201
8475831,Philipp,Grubauer,SEA,20222023,G,73,188
8474889,Martin,Jones,SEA,20222023,G,76,203
8478870,Rudolfs,Balcers,FLA,20222023,L,71,182
8477493,Aleksander,Barkov,FLA,20222023,C,75,215
8477935,Sam,Bennett,FLA,20222023,C,73,195
8476393,Nick,Cousins,FLA,20222023,C,71,192
8474610,Zac,Dalpe,FLA,20222023,C,74,197
8480844,Grigori,Denisenko,FLA,20222023,L,71,186
8477407,Anthony,Duclair,FLA,20222023,L,71,197
8480037,Aleksi,Heponiemi,FLA,20222023,C,70,155
8471887,Patric,Hornqvist,FLA,20222023,R,71,189
8483641,Anton,Levtchi,FLA,20222023,L,72,185
8479066,Ryan,Lomberg,FLA,20222023,L,69,187
8482113,Anton,Lundell,FLA,20222023,C,73,185
8480185,Eetu,Luostarinen,FLA,20222023,C,75,190
8477933,Sam,Reinhart,FLA,20222023,C,74,193
8479379,Givani,Smith,FLA,20222023,R,74,214
8470595,Eric,Staal,FLA,20222023,C,76,195
8476919,Chris,Tierney,FLA,20222023,C,73,191
8479314,Matthew,Tkachuk,FLA,20222023,L,74,201
8477409,Carter,Verhaeghe,FLA,20222023,C,74,180
8478400,Colin,White,FLA,20222023,C,73,194
8479523,Lucas,Carlsson,FLA,20222023,D,72,189
8477932,Aaron,Ekblad,FLA,20222023,D,76,215
8479578,Casey,Fitzgerald,FLA,20222023,D,71,188
8478055,Gustav,Forsling,FLA,20222023,D,72,186
8475462,Radko,Gudas,FLA,20222023,D,72,208
8482641,Matt,Kiersted,FLA,20222023,D,72,181
8479372,Josh,Mahura,FLA,20222023,D,72,185
8477986,Brandon,Montour,FLA,20222023,D,72,194
8471686,Marc,Staal,FLA,20222023,D,76,208
8475683,Sergei,Bobrovsky,FLA,20222023,G,74,182
8481519,Spencer,Knight,FLA,20222023,G,75,192
8479312,Alex,Lyon,FLA,20222023,G,73,201
8477320,Anton,Blidh,COL,20222023,L,73,197
8480032,Shane,Bowers,COL,20222023,C,74,186
8482250,Callahan,Burke,COL,20222023,C,70,183
8471699,Andrew,Cogliano,COL,20222023,C,70,179
8477456,J.T.,Compher,COL,20222023,C,72,190
8474189,Lars,Eller,COL,20222023,C,74,205
8482147,Jean-Luc,Foudy,COL,20222023,C,71,177
8476851,Alex,Galchenyuk,COL,20222023,C,73,194
8471794,Darren,Helm,COL,20222023,C,72,192
8476948,Charles,Hudon,COL,20222023,L,70,190
8478211,Dryden,Hunt,COL,20222023,L,72,193
8480822,Martin,Kaut,COL,20222023,R,74,190
8477476,Artturi,Lehkonen,COL,20222023,L,71,179
8477492,Nathan,MacKinnon,COL,20222023,C,72,200
8478843,Denis,Malgin,COL,20222023,C,69,182
8479573,Mikhail,Maltsev,COL,20222023,L,75,198
8477126,Jayson,Megna,COL,20222023,C,73,195
8483570,Ben,Meyers,COL,20222023,C,71,194
8481618,Alex,Newhook,COL,20222023,C,70,190
8477501,Valeri,Nichushkin,COL,20222023,R,76,210
8476442,Matt,Nieto,COL,20222023,L,71,187
8481186,Logan,O'Connor,COL,20222023,R,72,175
8482712,Oskar,Olausson,COL,20222023,R,73,180
8480846,Sampo,Ranta,COL,20222023,L,74,195
8478420,Mikko,Rantanen,COL,20222023,R,76,215
8478542,Evan,Rodrigues,COL,20222023,C,71,184
8476310,Lukas,Sedlak,COL,20222023,C,72,205
